date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:03:15	2399/2399	---M--	200	added ('OK')	image/png	etag:%226197589d-95f%22	https://www.primaram.com/wp-content/themes/primaram/favicon/favicon-32x32.png	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/themes/primaram/favicon/favicon-32x32.png	(from https://www.primaram.com/)
11:03:16	7633/7633	---M--	200	added ('OK')	image/png	etag:%226197589d-1dd1%22	https://www.primaram.com/wp-content/themes/primaram/favicon/favicon-96x96.png	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/themes/primaram/favicon/favicon-96x96.png	(from https://www.primaram.com/)
11:03:16	1457/1457	---M--	200	added ('OK')	image/png	etag:%226197589d-5b1%22	https://www.primaram.com/wp-content/themes/primaram/favicon/favicon-16x16.png	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/themes/primaram/favicon/favicon-16x16.png	(from https://www.primaram.com/)
11:03:16	720/720	---M--	200	added ('OK')	application/json	etag:%222d0-5d11f9be1a140%22	https://www.primaram.com/wp-content/themes/primaram/favicon/manifest.json	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/themes/primaram/favicon/manifest.json	(from https://www.primaram.com/)
11:03:16	12501/12501	---M--	200	added ('OK')	image/png	etag:%226197589d-30d5%22	https://www.primaram.com/wp-content/themes/primaram/favicon/ms-icon-144x144.png	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/themes/primaram/favicon/ms-icon-144x144.png	(from https://www.primaram.com/)
11:03:17	2731/2731	---M--	200	added ('OK')	text/css	etag:%226270fa45-aab%22	https://www.primaram.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.5.6	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/plugins/contact-form-7/includes/css/styles5406.css	(from https://www.primaram.com/)
11:03:17	3106/3106	---M--	200	added ('OK')	text/css	etag:%226270fa61-c22%22	https://www.primaram.com/wp-content/plugins/cookie-law-info/public/css/cookie-law-info-public.css?ver=2.1.1	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/plugins/cookie-law-info/public/css/cookie-law-info-publice1fc.css	(from https://www.primaram.com/)
11:03:17	27249/27249	---M--	200	added ('OK')	text/css	etag:%226270fa61-6a71%22	https://www.primaram.com/wp-content/plugins/cookie-law-info/public/css/cookie-law-info-gdpr.css?ver=2.1.1	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/plugins/cookie-law-info/public/css/cookie-law-info-gdpre1fc.css	(from https://www.primaram.com/)
11:03:17	1776/1776	---M-Z	200	added ('OK')	text/css	etag:%225eb03fd5-6f0%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick.css?ver=6.0.2	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick5b21.css	(from https://www.primaram.com/)
11:03:18	2390/2390	---M-Z	200	added ('OK')	text/css	etag:%225eb03fd5-956%22	https://cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick-theme.min.css?ver=6.0.2	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/cdnjs.cloudflare.com/ajax/libs/slick-carousel/1.8.1/slick-theme.min5b21.css	(from https://www.primaram.com/)
11:03:18	45/45	---MCZ	302	error ('Found')	text/plain	date:Fri,%2002%20Sep%202022%2009:03:11%20GMT	https://unpkg.com/aos@2.3.1/dist/aos.css?ver=6.0.2	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/unpkg.com/aos@2.3.1/dist/aos.145b21.delayed	(from https://www.primaram.com/)
11:03:18	65835/65835	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Sep%202022%2009:03:12%20GMT	https://www.primaram.com/pt-pt/	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/pt-pt/index.html	(from https://www.primaram.com/)
11:03:18	26053/26053	---MCZ	200	added ('OK')	text/css	etag:%2265c5-BVfTdFS2f0LyyxAeV+UHD7EZNXA%22	https://unpkg.com/aos@2.3.1/dist/aos.css	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/unpkg.com/aos@2.3.1/dist/aos.css	(from https://www.primaram.com/)
11:03:18	2532/2532	---M--	200	added ('OK')	text/css	etag:%226197589d-9e4%22	https://www.primaram.com/wp-content/themes/primaram/inc/lightbox/css/lightbox.min.css?ver=6.0.2	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/themes/primaram/inc/lightbox/css/lightbox.min5b21.css	(from https://www.primaram.com/)
11:03:19	82947/82947	---M--	200	added ('OK')	text/css	etag:%2261c3089c-14403%22	https://www.primaram.com/wp-content/themes/primaram/style.css?ver=6.0.2	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/themes/primaram/style5b21.css	(from https://www.primaram.com/)
11:03:19	89476/89476	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262f659d6-15d84%22	https://code.jquery.com/jquery-3.5.1.min.js?ver=3.6.0	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/code.jquery.com/jquery-3.5.1.minaf6c.js	(from https://www.primaram.com/)
11:03:19	35069/35069	---M--	200	added ('OK')	application/javascript	etag:%226270fa61-88fd%22	https://www.primaram.com/wp-content/plugins/cookie-law-info/public/js/cookie-law-info-public.js?ver=2.1.1	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/plugins/cookie-law-info/public/js/cookie-law-info-publice1fc.js	(from https://www.primaram.com/)
11:03:20	5030/5030	---MC-	200	added ('OK')	application/json	date:Fri,%2002%20Sep%202022%2009:03:14%20GMT	https://www.primaram.com/wp-json/wp/v2/pages/14	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-json/wp/v2/pages/14.json	(from https://www.primaram.com/)
11:03:21	277802/277802	---MC-	200	added ('OK')	application/json	date:Fri,%2002%20Sep%202022%2009:03:15%20GMT	https://www.primaram.com/wp-json/	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-json/index.html	(from https://www.primaram.com/)
11:03:21	810/810	---M-Z	200	added ('OK')	text/xml	date:Fri,%2002%20Sep%202022%2009:03:15%20GMT	https://www.primaram.com/xmlrpc.php?rsd	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/xmlrpc0db0.php	(from https://www.primaram.com/)
11:03:21	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22619758bd-415%22	https://www.primaram.com/wp-includes/wlwmanifest.xml	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-includes/wlwmanifest.xml	(from https://www.primaram.com/)
11:03:21	7614/7614	---M--	200	added ('OK')	image/png	etag:%226197589d-1dbe%22	https://www.primaram.com/wp-content/themes/primaram/images/logo-primaram.png	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/themes/primaram/images/logo-primaram.png	(from https://www.primaram.com/)
11:03:22	5992/5992	---M--	200	added ('OK')	image/svg+xml	etag:%226197589d-1768%22	https://www.primaram.com/wp-content/themes/primaram/images/es.svg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/themes/primaram/images/es.svg	(from https://www.primaram.com/)
11:03:22	2610/2610	---M--	200	added ('OK')	image/svg+xml	etag:%226197589d-a32%22	https://www.primaram.com/wp-content/themes/primaram/images/pt-pt.svg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/themes/primaram/images/pt-pt.svg	(from https://www.primaram.com/)
11:03:22	71268/71268	---M--	200	added ('OK')	image/jpeg	etag:%2261975896-11664%22	https://www.primaram.com/wp-content/uploads/2021/09/imagen-video-1.jpg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/imagen-video-1.jpg	(from https://www.primaram.com/)
11:03:23	1043020/1043020	---M--	200	added ('OK')	video/x-msvideo	etag:%2261975896-fea4c%22	https://www.primaram.com/wp-content/uploads/2021/09/video-primaram_1.avi	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/video-primaram_1.avi	(from https://www.primaram.com/)
11:03:23	49534/49534	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Sep%202022%2009:03:17%20GMT	https://www.primaram.com/quienes-somos/	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/quienes-somos/index.html	(from https://www.primaram.com/)
11:03:24	1529051/1529051	---M--	200	added ('OK')	video/webm	etag:%2261975896-1754db%22	https://www.primaram.com/wp-content/uploads/2021/09/video-primaram_1.webm	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/video-primaram_1.webm	(from https://www.primaram.com/)
11:03:24	40665/40665	---M--	200	added ('OK')	image/png	etag:%2261975897-9ed9%22	https://www.primaram.com/wp-content/uploads/2021/11/soluciones-integrales.png	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/11/soluciones-integrales.png	(from https://www.primaram.com/)
11:03:24	75581/75581	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Sep%202022%2009:03:18%20GMT	https://www.primaram.com/equipo/	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/equipo/index.html	(from https://www.primaram.com/)
11:03:24	1840254/1840254	---M--	200	added ('OK')	video/ogg	etag:%2261975896-1c147e%22	https://www.primaram.com/wp-content/uploads/2021/09/video-primaram_1.ogv	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/video-primaram_1.ogv	(from https://www.primaram.com/)
11:03:24	155115/155115	---M--	200	added ('OK')	image/jpeg	etag:%2261975896-25deb%22	https://www.primaram.com/wp-content/uploads/2021/09/img-primaram.jpg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/img-primaram.jpg	(from https://www.primaram.com/)
11:03:24	1106/1106	---M--	200	added ('OK')	image/svg+xml	etag:%2261975897-452%22	https://www.primaram.com/wp-content/uploads/2021/09/icono1.svg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/icono1.svg	(from https://www.primaram.com/)
11:03:25	1112/1112	---M--	200	added ('OK')	image/svg+xml	etag:%2261975896-458%22	https://www.primaram.com/wp-content/uploads/2021/09/icono2.svg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/icono2.svg	(from https://www.primaram.com/)
11:03:25	6007498/6007498	---M--	200	added ('OK')	video/mp4	etag:%2261975896-5baaca%22	https://www.primaram.com/wp-content/uploads/2021/09/video-primaram_1.mp4	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/video-primaram_1.mp4	(from https://www.primaram.com/)
11:03:25	892/892	---M--	200	added ('OK')	image/svg+xml	etag:%2237c-5d11f9b76d180%22	https://www.primaram.com/wp-content/uploads/2021/09/icono3.svg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/icono3.svg	(from https://www.primaram.com/)
11:03:25	48480/48480	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Sep%202022%2009:03:19%20GMT	https://www.primaram.com/idi/	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/idi/index.html	(from https://www.primaram.com/)
11:03:25	895/895	---M--	200	added ('OK')	image/svg+xml	etag:%2237f-5d11f9b76d180%22	https://www.primaram.com/wp-content/uploads/2021/09/icono4.svg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/icono4.svg	(from https://www.primaram.com/)
11:03:25	28773/28773	---M--	200	added ('OK')	image/png	etag:%2261975897-7065%22	https://www.primaram.com/wp-content/uploads/2021/10/img-ingenieria-2.png	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/10/img-ingenieria-2.png	(from https://www.primaram.com/)
11:03:25	1316/1316	---M--	200	added ('OK')	image/svg+xml	etag:%2261975896-524%22	https://www.primaram.com/wp-content/uploads/2021/09/ic1.svg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/ic1.svg	(from https://www.primaram.com/)
11:03:26	709/709	---M--	200	added ('OK')	image/svg+xml	etag:%222c5-5d11f9b76d180%22	https://www.primaram.com/wp-content/uploads/2021/09/ic2.svg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/ic2.svg	(from https://www.primaram.com/)
11:03:26	1835/1835	---M--	200	added ('OK')	image/svg+xml	etag:%2261975896-72b%22	https://www.primaram.com/wp-content/uploads/2021/09/ic3.svg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/ic3.svg	(from https://www.primaram.com/)
11:03:26	1112/1112	---M--	200	added ('OK')	image/svg+xml	etag:%2261975896-458%22	https://www.primaram.com/wp-content/uploads/2021/09/ic4.svg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/ic4.svg	(from https://www.primaram.com/)
11:03:26	62966/62966	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Sep%202022%2009:03:20%20GMT	https://www.primaram.com/proyectos/	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/proyectos/index.html	(from https://www.primaram.com/)
11:03:26	1035/1035	---M--	200	added ('OK')	image/svg+xml	etag:%2261975896-40b%22	https://www.primaram.com/wp-content/uploads/2021/09/ic5.svg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/ic5.svg	(from https://www.primaram.com/)
11:03:27	922/922	---M--	200	added ('OK')	image/svg+xml	etag:%2239a-5d11f9b76d180%22	https://www.primaram.com/wp-content/uploads/2021/09/ic6.svg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/ic6.svg	(from https://www.primaram.com/)
11:03:27	817/817	---M--	200	added ('OK')	image/svg+xml	etag:%22331-5d11f9b8613c0%22	https://www.primaram.com/wp-content/uploads/2021/09/ic7.svg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/ic7.svg	(from https://www.primaram.com/)
11:03:27	52892/52892	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Sep%202022%2009:03:21%20GMT	https://www.primaram.com/sostenibilidad/	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/sostenibilidad/index.html	(from https://www.primaram.com/)
11:03:27	1011/1011	---M--	200	added ('OK')	image/svg+xml	etag:%223f3-5d11f9b76d180%22	https://www.primaram.com/wp-content/uploads/2021/09/ic8.svg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/ic8.svg	(from https://www.primaram.com/)
11:03:27	867/867	---M--	200	added ('OK')	image/svg+xml	etag:%22363-5d11f9b8613c0%22	https://www.primaram.com/wp-content/uploads/2021/09/ic9.svg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/ic9.svg	(from https://www.primaram.com/)
11:03:27	9755/9755	---M--	200	added ('OK')	image/png	etag:%2261975897-261b%22	https://www.primaram.com/wp-content/uploads/2021/09/primaflor-blanco.png	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/primaflor-blanco.png	(from https://www.primaram.com/)
11:03:28	14238/14238	---M--	200	added ('OK')	image/png	etag:%2261975896-379e%22	https://www.primaram.com/wp-content/uploads/2021/09/sanfernando-blanco.png	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/sanfernando-blanco.png	(from https://www.primaram.com/)
11:03:28	49274/49274	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Sep%202022%2009:03:22%20GMT	https://www.primaram.com/clientes/	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/clientes/index.html	(from https://www.primaram.com/)
11:03:28	10761/10761	---M--	200	added ('OK')	image/png	etag:%2261975897-2a09%22	https://www.primaram.com/wp-content/uploads/2021/09/jarico-blanco.png	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/jarico-blanco.png	(from https://www.primaram.com/)
11:03:28	36746/36746	---M--	200	added ('OK')	image/png	etag:%2261975896-8f8a%22	https://www.primaram.com/wp-content/uploads/2021/09/borges-blnaco.png	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/borges-blnaco.png	(from https://www.primaram.com/)
11:03:28	5638/5638	---M--	200	added ('OK')	image/png	etag:%2261975896-1606%22	https://www.primaram.com/wp-content/uploads/2021/09/Logo-La-Venta.png	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/Logo-La-Venta.png	(from https://www.primaram.com/)
11:03:28	12781/12781	---M--	200	added ('OK')	image/png	etag:%2261975896-31ed%22	https://www.primaram.com/wp-content/uploads/2021/09/almendras-almeria-blanco.png	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/almendras-almeria-blanco.png	(from https://www.primaram.com/)
11:03:29	3542/3542	---M--	200	added ('OK')	image/webp	etag:%2261975896-dd6%22	https://www.primaram.com/wp-content/uploads/2021/09/chapi-blanco.webp	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/chapi-blanco.webp	(from https://www.primaram.com/)
11:03:29	65083/65083	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Sep%202022%2009:03:23%20GMT	https://www.primaram.com/productos/	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/productos/index.html	(from https://www.primaram.com/)
11:03:29	613416/613416	---M--	200	added ('OK')	image/jpeg	etag:%2261975897-95c28%22	https://www.primaram.com/wp-content/uploads/2021/11/img-ultimos-proyectos-3.jpg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/11/img-ultimos-proyectos-3.jpg	(from https://www.primaram.com/)
11:03:29	384483/384483	---M--	200	added ('OK')	image/jpeg	etag:%2261975896-5dde3%22	https://www.primaram.com/wp-content/uploads/2021/09/proyecto-de-cultivo-ngs-barakat-sharjah-emiratos-rabes-unidos-1.jpeg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/proyecto-de-cultivo-ngs-barakat-sharjah-emiratos-rabes-unidos-1.jpg	(from https://www.primaram.com/)
11:03:29	200495/200495	---M--	200	added ('OK')	image/png	etag:%2261975896-30f2f%22	https://www.primaram.com/wp-content/uploads/2021/09/20200601-MODERNIZACIA%cc%83_N-DE-CABEZALES_1_opt-1.png	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/20200601-MODERNIZACIA%cc%83_N-DE-CABEZALES_1_opt-1.png	(from https://www.primaram.com/)
11:03:30	91661/91661	---M--	200	added ('OK')	image/jpeg	etag:%2261975896-1660d%22	https://www.primaram.com/wp-content/uploads/2021/09/srt-para-cultivo-de-150-ha-de-palta-tayca-peru-13-1.jpg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2021/09/srt-para-cultivo-de-150-ha-de-palta-tayca-peru-13-1.jpg	(from https://www.primaram.com/)
11:03:30	118049/118049	---M--	200	added ('OK')	image/jpeg	etag:%22626c0414-1cd21%22	https://www.primaram.com/wp-content/uploads/2022/04/cucn_expolevante.jpg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2022/04/cucn_expolevante.jpg	(from https://www.primaram.com/)
11:03:30	49755/49755	---M-Z	200	added ('OK')	text/html	date:Fri,%2002%20Sep%202022%2009:03:24%20GMT	https://www.primaram.com/presencia/	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/presencia/index.html	(from https://www.primaram.com/)
11:03:30	524970/524970	---M--	200	added ('OK')	image/jpeg	etag:%226230b658-802aa%22	https://www.primaram.com/wp-content/uploads/2022/03/nz1_9564_tcm30-614847-scaled.jpg	C:/Users/migue/OneDrive/00%20PrimaRam/01_Web/00_Snapshots/PrimaRam%20v3/www.primaram.com/wp-content/uploads/2022/03/nz1_9564_tcm30-614847-scaled.jpg	(from https://www.primaram.com/)
